gender,age,sim_history_months,international_roaming_package,operator_cloud_space,night_internet_package,volte_calling_service,superapp_social_network,superapp_financial_services,sim_card_type,operator_app_usage,monthly_cost_toman,total_cost_toman,churn,birth_month_sin,birth_month_cos,gen_2G,gen_3G,gen_4G,gen_5G,Churn_Probability,Top_Churn_Reasons,Risk_Level,Recommended_Action,Campaign_Type,Customer_Priority
0,37.0,4,-1,1,-1,-1,-1,-1,0,0,7605000,22695000,1,-1.0,-1.8369701987210287e-16,0,0,1,0,0.5811015364711591,sim_history_months (+1.124) .. sim_card_type (+0.251) .. gen_2G (+0.227),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
0,65.0,70,1,1,1,1,1,1,1,1,17047500,1157197500,0,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0.1822938459860629,total_cost_toman (+1.392) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,32.0,3,-1,-1,-1,-1,1,-1,0,0,8010000,28305000,1,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0.6593222088212987,sim_history_months (+1.166) .. Churn_Probability (+0.328) .. sim_card_type (+0.251),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
1,35.0,53,-1,1,-1,-1,1,1,0,1,15285000,832410000,1,-1.0,-1.8369701987210287e-16,0,0,0,1,0.7116070331088231,total_cost_toman (+0.857) .. gen_5G (+0.424) .. Churn_Probability (+0.412),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
1,64.0,2,1,1,-1,1,-1,-1,1,0,8925000,19575000,0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0.1783204276715597,sim_history_months (+1.207) .. gen_2G (+0.227) .. monthly_cost_toman (+0.079),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
0,30.0,29,-1,-1,-1,-1,1,1,0,1,13170000,393262500,0,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0.8417146824276136,Churn_Probability (+0.622) .. gen_5G (+0.424) .. sim_card_type (+0.251),High Risk,برنامه وفادارسازی عمومی,General Loyalty,Very High
0,33.0,47,1,-1,1,1,-1,-1,1,0,6285000,281287500,0,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0.0521233119696392,monthly_cost_toman (+0.301) .. gen_2G (+0.227) .. operator_cloud_space (+0.043),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
0,38.0,68,-1,-1,-1,-1,1,-1,1,1,12450000,852870000,1,0.0,1.0,0,0,0,1,0.2963464372818908,total_cost_toman (+0.891) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,50.0,12,1,-1,-1,-1,1,1,0,1,10477500,125625000,0,-0.5000000000000004,0.8660254037844384,0,0,1,0,0.6876720522946869,sim_history_months (+0.79) .. Churn_Probability (+0.374) .. sim_card_type (+0.251),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
0,42.0,8,-1,1,-1,1,-1,-1,0,0,8445000,60225000,0,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0.4274023026755172,sim_history_months (+0.957) .. sim_card_type (+0.251) .. gen_2G (+0.227),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Normal
1,24.0,54,1,1,1,-1,1,1,0,0,16432500,917842500,0,1.2246467991473532e-16,-1.0,0,0,0,1,0.5157205235743351,total_cost_toman (+0.998) .. gen_5G (+0.424) .. sim_card_type (+0.251),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
1,34.0,69,-1,1,-1,1,1,-1,1,1,13822500,972135000,0,0.8660254037844386,0.5000000000000001,0,0,0,1,0.2110776669993845,total_cost_toman (+1.088) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,33.0,26,1,1,-1,-1,1,-1,0,1,10425000,270007500,0,0.4999999999999999,-0.8660254037844387,0,0,1,0,0.4398999934068397,sim_card_type (+0.251) .. gen_2G (+0.227) .. sim_history_months (+0.206),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Normal
0,39.0,72,1,1,1,1,-1,-1,1,1,14550000,1065630000,0,-1.0,-1.8369701987210287e-16,0,0,0,1,0.090632205684073,total_cost_toman (+1.242) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,45.0,70,1,-1,1,1,1,1,1,1,8752500,632137500,0,0.8660254037844386,0.5000000000000001,0,0,1,0,0.0815644979423869,total_cost_toman (+0.528) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
1,45.0,1,1,-1,-1,-1,-1,-1,0,0,7590000,7590000,1,0.0,1.0,0,0,1,0,0.5441023098221687,sim_history_months (+1.249) .. sim_card_type (+0.251) .. gen_2G (+0.227),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
1,19.0,10,-1,-1,-1,-1,1,1,0,1,13425000,129465000,1,0.0,1.0,0,0,0,1,0.9048138621812084,sim_history_months (+0.873) .. Churn_Probability (+0.724) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Critical
0,53.0,28,-1,-1,-1,-1,-1,-1,1,1,10560000,298830000,0,-0.8660254037844386,0.5000000000000001,0,0,0,1,0.4883432854790269,gen_5G (+0.424) .. gen_2G (+0.227) .. sim_history_months (+0.122),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Normal
1,43.0,1,-1,-1,-1,-1,-1,-1,0,1,10470000,10470000,1,-1.0,-1.8369701987210287e-16,0,0,0,1,0.8665033283268959,sim_history_months (+1.249) .. Churn_Probability (+0.662) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
0,57.0,21,-1,-1,-1,-1,1,1,0,1,14145000,292252500,0,-0.8660254037844386,0.5000000000000001,0,0,0,1,0.8584222660352223,Churn_Probability (+0.649) .. gen_5G (+0.424) .. sim_history_months (+0.414),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
1,45.0,51,1,-1,1,-1,1,-1,0,1,14070000,712642500,1,1.0,6.123233995736766e-17,0,0,0,1,0.5504896360787156,total_cost_toman (+0.66) .. gen_5G (+0.424) .. sim_card_type (+0.251),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
0,53.0,53,0,0,0,0,0,0,1,0,2932500,151185000,0,-1.0,-1.8369701987210287e-16,1,0,0,0,0.023068400478105,monthly_cost_toman (+0.584) .. birth_month_sin (+0.048) .. age (+0.039),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
1,46.0,53,1,1,1,-1,-1,1,1,0,14392500,755535000,0,0.8660254037844386,0.5000000000000001,0,0,0,1,0.2091062142501822,total_cost_toman (+0.731) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,56.0,24,-1,-1,1,-1,1,1,0,1,15157500,358770000,1,0.4999999999999999,0.8660254037844387,0,0,0,1,0.8490261804332561,Churn_Probability (+0.634) .. gen_5G (+0.424) .. sim_history_months (+0.289),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
0,46.0,70,1,1,1,1,1,1,1,1,14220000,1028857500,0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0.0719800058678198,total_cost_toman (+1.181) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
1,39.0,61,1,1,1,-1,1,1,1,1,16162500,978285000,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.3099526665916734,total_cost_toman (+1.098) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,67.0,11,1,-1,-1,1,-1,-1,1,1,8190000,92677500,0,0.8660254037844386,0.5000000000000001,0,0,1,0,0.2138868987188164,sim_history_months (+0.832) .. gen_2G (+0.227) .. monthly_cost_toman (+0.141),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
1,51.0,2,-1,-1,-1,-1,-1,-1,0,1,10695000,23662500,0,1.2246467991473532e-16,-1.0,0,0,0,1,0.85823807926193,sim_history_months (+1.207) .. Churn_Probability (+0.649) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
1,47.0,25,0,0,0,0,0,0,1,1,2925000,77445000,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0.105704754348283,monthly_cost_toman (+0.584) .. sim_history_months (+0.247) .. operator_app_usage (+0.11),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK) | اعطای پاداش نصب اپلیکیشن به صورت امتیاز عضویت در باشگاه قهرمانان (LOW RISK),Conditional_Discount_Only_With_Value | App_Engagement_Heroes_Points | Welcome_Campaign_24h_Guardian,Normal
0,25.0,41,-1,1,-1,-1,-1,-1,1,1,8445000,354600000,0,0.8660254037844386,0.5000000000000001,0,0,1,0,0.1672227162701278,gen_2G (+0.227) .. monthly_cost_toman (+0.119) .. international_roaming_package (+0.112),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
1,25.0,18,-1,-1,-1,-1,1,1,0,1,14205000,253192500,1,1.2246467991473532e-16,-1.0,0,0,0,1,0.8717992243653775,Churn_Probability (+0.671) .. sim_history_months (+0.54) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
1,44.0,72,-1,1,1,-1,1,1,1,1,15622500,1153492500,1,-1.0,-1.8369701987210287e-16,0,0,0,1,0.3574393986901462,total_cost_toman (+1.386) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,42.0,71,1,1,1,1,1,1,1,1,13582500,935857500,0,0.4999999999999999,0.8660254037844387,0,0,1,0,0.0669786277241367,total_cost_toman (+1.028) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
0,33.0,34,1,1,1,-1,-1,-1,1,1,9120000,306307500,0,0.0,1.0,0,0,1,0,0.1387765149294689,gen_2G (+0.227) .. operator_app_usage (+0.11) .. birth_month_cos (+0.075),Low Risk,اعطای پاداش نصب اپلیکیشن به صورت امتیاز عضویت در باشگاه قهرمانان (LOW RISK),App_Engagement_Heroes_Points,Normal
1,42.0,29,-1,-1,1,1,1,1,0,1,14820000,421065000,0,0.4999999999999999,0.8660254037844387,0,0,0,1,0.7774714203023062,Churn_Probability (+0.519) .. gen_5G (+0.424) .. sim_card_type (+0.251),High Risk,برنامه وفادارسازی عمومی,General Loyalty,Very High
1,59.0,40,1,1,1,1,1,-1,1,1,14722500,617520000,0,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0.2620237308013387,total_cost_toman (+0.504) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,48.0,36,1,-1,1,-1,-1,-1,1,0,5302500,197692500,0,-0.5000000000000004,0.8660254037844384,0,0,1,0,0.1231087093502967,monthly_cost_toman (+0.384) .. gen_2G (+0.227) .. volte_calling_service (+0.073),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | فعال‌سازی رایگان VoLTE به عنوان بخشی از بسته عذرخواهی برای CRITICAL RISK,Conditional_Discount_Only_With_Value | VoLTE_As_Apology_Bundle,Normal
0,26.0,46,-1,1,-1,1,1,1,1,1,15472500,689197500,0,1.2246467991473532e-16,-1.0,0,0,0,1,0.3929345203542175,total_cost_toman (+0.622) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,39.0,58,1,1,1,-1,1,1,1,1,16162500,949912500,0,0.4999999999999999,-0.8660254037844387,0,0,0,1,0.326611253306464,total_cost_toman (+1.051) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,30.0,39,-1,1,-1,-1,-1,-1,1,0,12210000,482062500,0,0.8660254037844386,0.5000000000000001,0,0,0,1,0.2940801312649928,gen_5G (+0.424) .. total_cost_toman (+0.28) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,35.0,4,-1,-1,-1,1,-1,1,0,0,9217500,34432500,1,-1.0,-1.8369701987210287e-16,0,1,0,0,0.5392432933932847,sim_history_months (+1.124) .. sim_card_type (+0.251) .. gen_2G (+0.227),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
0,35.0,52,-1,1,1,-1,1,-1,1,1,14355000,746422500,0,1.0,6.123233995736766e-17,0,0,0,1,0.3665322645319104,total_cost_toman (+0.716) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,34.0,70,-1,1,1,-1,1,1,1,1,15720000,1096342500,0,0.8660254037844386,0.5000000000000001,0,0,0,1,0.3687813811199119,total_cost_toman (+1.292) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,25.0,65,-1,-1,-1,-1,-1,-1,1,1,10642500,683280000,0,0.8660254037844386,0.5000000000000001,0,0,0,1,0.2395661545904215,total_cost_toman (+0.612) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,38.0,1,-1,-1,-1,-1,-1,-1,0,1,6742500,6742500,0,0.4999999999999999,0.8660254037844387,0,0,1,0,0.7471488037248863,sim_history_months (+1.249) .. Churn_Probability (+0.47) .. monthly_cost_toman (+0.263),Medium Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,High
0,33.0,70,-1,-1,1,-1,1,1,1,1,14647500,1047375000,0,0.8660254037844386,0.5000000000000001,0,0,0,1,0.3919412492811289,total_cost_toman (+1.211) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,18.0,29,-1,1,1,-1,-1,-1,0,1,5347500,153772500,0,0.4999999999999999,0.8660254037844387,0,1,0,0,0.4609137619761644,monthly_cost_toman (+0.38) .. sim_card_type (+0.251) .. gen_2G (+0.227),Medium Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
1,65.0,1,-1,-1,-1,-1,1,1,0,1,13582500,13582500,1,0.4999999999999999,-0.8660254037844387,0,0,0,1,0.9177242050183696,sim_history_months (+1.249) .. Churn_Probability (+0.745) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Critical
0,53.0,67,1,-1,1,1,1,1,1,1,12787500,857130000,0,-0.8660254037844385,-0.5000000000000004,0,1,0,0,0.065104892126665,total_cost_toman (+0.898) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
0,35.0,1,0,0,0,0,0,0,0,1,2925000,2925000,0,0.4999999999999999,0.8660254037844387,1,0,0,0,0.4841483258006017,sim_history_months (+1.249) .. monthly_cost_toman (+0.584) .. sim_card_type (+0.251),Medium Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
0,40.0,26,-1,-1,-1,-1,1,1,0,1,13320000,341152500,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0.8472057285099139,Churn_Probability (+0.631) .. gen_5G (+0.424) .. sim_card_type (+0.251),High Risk,برنامه وفادارسازی عمومی,General Loyalty,Very High
0,26.0,30,0,0,0,0,0,0,1,1,3765000,118432500,0,0.0,1.0,1,0,0,0,0.0862167835034534,monthly_cost_toman (+0.514) .. operator_app_usage (+0.11) .. birth_month_cos (+0.075),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اعطای پاداش نصب اپلیکیشن به صورت امتیاز عضویت در باشگاه قهرمانان (LOW RISK),Conditional_Discount_Only_With_Value | App_Engagement_Heroes_Points,Normal
0,60.0,48,-1,-1,1,1,1,1,0,1,15007500,725100000,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.6622742884286391,total_cost_toman (+0.681) .. gen_5G (+0.424) .. Churn_Probability (+0.333),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
0,63.0,55,1,1,-1,-1,-1,-1,0,0,8355000,469770000,0,-1.0,-1.8369701987210287e-16,0,1,0,0,0.1045125149664398,total_cost_toman (+0.26) .. sim_card_type (+0.251) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,42.0,7,-1,-1,-1,-1,-1,1,0,1,12780000,90382500,1,-0.5000000000000004,0.8660254037844384,0,0,0,1,0.8750122065792709,sim_history_months (+0.999) .. Churn_Probability (+0.676) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
1,52.0,37,1,-1,-1,-1,1,-1,0,1,13672500,505387500,0,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0.6318422492838197,gen_5G (+0.424) .. total_cost_toman (+0.319) .. Churn_Probability (+0.284),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
0,42.0,31,-1,1,-1,-1,-1,1,0,1,12577500,401122500,0,0.4999999999999999,-0.8660254037844387,0,0,0,1,0.7580502897522039,Churn_Probability (+0.487) .. gen_5G (+0.424) .. sim_card_type (+0.251),High Risk,برنامه وفادارسازی عمومی,General Loyalty,Very High
1,24.0,4,-1,-1,-1,-1,-1,-1,0,1,6885000,29962500,0,0.4999999999999999,-0.8660254037844387,0,1,0,0,0.6723279668016217,sim_history_months (+1.124) .. Churn_Probability (+0.349) .. sim_card_type (+0.251),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
1,35.0,72,0,0,0,0,0,0,1,1,3765000,268620000,0,-0.5000000000000004,0.8660254037844384,1,0,0,0,0.0165613103821219,monthly_cost_toman (+0.514) .. operator_app_usage (+0.11) .. birth_month_cos (+0.065),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اعطای پاداش نصب اپلیکیشن به صورت امتیاز عضویت در باشگاه قهرمانان (LOW RISK),Conditional_Discount_Only_With_Value | App_Engagement_Heroes_Points,Normal
1,42.0,5,-1,-1,-1,-1,1,1,0,1,13710000,67462500,1,1.2246467991473532e-16,-1.0,0,0,0,1,0.9087475607250836,sim_history_months (+1.082) .. Churn_Probability (+0.73) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Critical
1,35.0,1,0,0,0,0,0,0,0,0,2955000,2955000,0,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0.3830035342237002,sim_history_months (+1.249) .. monthly_cost_toman (+0.582) .. sim_card_type (+0.251),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
0,37.0,15,-1,-1,-1,-1,1,1,0,1,13725000,210045000,0,-0.8660254037844386,0.5000000000000001,0,0,0,1,0.8837389582850332,Churn_Probability (+0.69) .. sim_history_months (+0.665) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
1,39.0,8,1,-1,-1,-1,-1,-1,0,1,7695000,61740000,0,1.2246467991473532e-16,-1.0,0,1,0,0,0.5128301213862371,sim_history_months (+0.957) .. sim_card_type (+0.251) .. gen_2G (+0.227),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
0,39.0,35,0,0,0,0,0,0,1,0,3165000,111150000,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0.04770957512811,monthly_cost_toman (+0.564) .. birth_month_sin (+0.025) .. gen_4G (+0.013),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
0,41.0,56,-1,1,1,-1,1,1,0,0,15712500,876202500,0,0.4999999999999999,0.8660254037844387,0,0,0,1,0.6010797681078155,total_cost_toman (+0.93) .. gen_5G (+0.424) .. sim_card_type (+0.251),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
1,27.0,42,-1,-1,1,1,1,1,0,1,15922500,676905000,1,0.0,1.0,0,0,0,1,0.7104219412648967,total_cost_toman (+0.601) .. gen_5G (+0.424) .. Churn_Probability (+0.41),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
1,31.0,65,1,1,-1,-1,-1,-1,0,1,12862500,853267500,0,0.8660254037844386,0.5000000000000001,0,0,0,1,0.3473241516534228,total_cost_toman (+0.892) .. gen_5G (+0.424) .. sim_card_type (+0.251),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,25.0,2,0,0,0,0,0,0,1,0,3045000,4785000,0,0.8660254037844386,0.5000000000000001,1,0,0,0,0.177153081186724,sim_history_months (+1.207) .. monthly_cost_toman (+0.574) .. birth_month_cos (+0.038),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
1,52.0,65,1,-1,-1,-1,1,1,1,1,15112500,1001197500,0,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0.3117487868368827,total_cost_toman (+1.135) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,18.0,18,-1,-1,-1,-1,-1,-1,0,1,11122500,201862500,0,0.8660254037844386,0.5000000000000001,0,0,0,1,0.7869686701680777,sim_history_months (+0.54) .. Churn_Probability (+0.534) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
0,54.0,23,1,-1,1,-1,1,1,1,1,11782500,276457500,0,1.2246467991473532e-16,-1.0,0,0,1,0,0.3241333942138971,sim_history_months (+0.331) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK) | ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Welcome_Campaign_24h_Guardian | Digital_Bundle_Automatic_Topup,Normal
