gender,age,sim_history_months,international_roaming_package,operator_cloud_space,night_internet_package,volte_calling_service,superapp_social_network,superapp_financial_services,sim_card_type,operator_app_usage,monthly_cost_toman,total_cost_toman,churn,birth_month_sin,birth_month_cos,gen_2G,gen_3G,gen_4G,gen_5G
1,28.0,26,-1,1,-1,-1,-1,-1,1,0,11325000,302715000,0,1.0,6.123233995736766e-17,0,0,0,1
1,38.0,7,-1,1,-1,-1,1,1,0,1,14137500,100350000,1,-0.8660254037844385,-0.5000000000000004,0,0,0,1
0,18.0,1,-1,-1,-1,-1,-1,-1,0,1,10342500,10342500,1,0.0,1.0,0,0,0,1
0,42.0,4,-1,1,-1,1,-1,-1,0,1,8775000,33727500,0,0.49999999999999994,0.8660254037844387,0,0,1,0
1,57.0,48,-1,1,1,1,1,1,1,0,11835000,565725000,0,1.0,6.123233995736766e-17,0,0,1,0
1,22.0,2,-1,-1,-1,-1,1,1,0,1,14077500,29512500,1,-1.0,-1.8369701987210297e-16,0,0,0,1
0,33.0,12,1,-1,1,1,1,1,1,1,11880000,141577500,0,-0.8660254037844386,0.5000000000000001,0,0,1,0
1,44.0,60,1,-1,1,1,1,1,0,1,16417500,985927500,0,-0.5000000000000004,0.8660254037844384,0,0,0,1
1,55.0,55,1,-1,1,1,-1,-1,1,1,8880000,476377500,0,-0.5000000000000004,0.8660254037844384,0,0,1,0
1,35.0,1,-1,-1,-1,1,-1,-1,0,0,4372500,4372500,0,0.0,1.0,0,0,1,0
1,32.0,1,0,0,0,0,0,0,0,0,3007500,3007500,0,0.8660254037844386,0.5000000000000001,1,0,0,0
1,18.0,4,-1,-1,-1,-1,-1,-1,0,1,11407500,47835000,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1
1,41.0,1,-1,-1,-1,-1,-1,-1,0,1,3667500,3667500,1,-0.8660254037844386,0.5000000000000001,0,0,1,0
0,65.0,42,-1,-1,1,1,-1,1,1,0,9975000,414412500,0,-0.8660254037844386,0.5000000000000001,0,1,0,0
0,43.0,1,1,-1,-1,-1,-1,-1,0,0,7432500,7432500,0,0.8660254037844387,-0.4999999999999998,0,1,0,0
1,40.0,7,-1,-1,1,-1,1,-1,0,1,13402500,94777500,1,0.0,1.0,0,0,0,1
1,44.0,3,-1,-1,1,-1,-1,-1,0,1,11040000,34875000,0,-1.0,-1.8369701987210297e-16,0,0,0,1
0,40.0,72,1,1,1,-1,1,1,1,1,12397500,887902500,0,1.0,6.123233995736766e-17,0,1,0,0
1,30.0,15,-1,-1,-1,-1,-1,-1,0,1,7350000,112387500,0,0.8660254037844387,-0.4999999999999998,0,0,1,0
1,50.0,4,-1,-1,-1,-1,1,-1,0,1,12052500,46110000,1,-0.8660254037844385,-0.5000000000000004,0,0,0,1
0,43.0,11,0,0,0,0,0,0,1,0,3780000,36772500,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0
0,40.0,5,0,0,0,0,0,0,0,0,3817500,20212500,0,-1.0,-1.8369701987210297e-16,1,0,0,0
0,28.0,1,1,-1,1,-1,-1,-1,0,1,8370000,8370000,1,1.0,6.123233995736766e-17,0,0,1,0
1,56.0,72,1,-1,1,1,1,1,1,1,16635000,1236127500,0,0.8660254037844387,-0.4999999999999998,0,0,0,1
0,48.0,55,-1,1,-1,-1,-1,-1,0,1,11662500,639960000,0,-1.0,-1.8369701987210297e-16,0,0,0,1
0,33.0,40,0,0,0,0,0,0,0,1,3930000,161625000,0,0.49999999999999994,-0.8660254037844387,1,0,0,0
0,52.0,57,0,0,0,0,0,0,1,0,2985000,167340000,0,0.0,1.0,1,0,0,0
1,34.0,1,-1,-1,-1,-1,1,-1,0,1,11857500,11857500,1,1.0,6.123233995736766e-17,0,0,0,1
1,31.0,1,1,-1,-1,-1,1,1,0,1,14250000,14250000,1,0.0,1.0,0,0,0,1
0,31.0,1,-1,-1,-1,-1,-1,-1,0,0,3780000,3780000,1,0.49999999999999994,0.8660254037844387,0,0,1,0
1,19.0,52,-1,1,1,-1,1,1,1,1,12127500,611932500,0,-1.0,-1.8369701987210297e-16,0,0,1,0
1,46.0,41,-1,-1,1,-1,1,1,0,1,14760000,628162500,1,0.8660254037844386,0.5000000000000001,0,0,0,1
1,18.0,43,-1,-1,-1,-1,1,-1,1,1,8452500,358672500,0,1.0,6.123233995736766e-17,0,1,0,0
0,25.0,47,0,0,0,0,0,0,1,0,2895000,133575000,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0
1,18.0,3,-1,-1,-1,-1,-1,-1,0,0,7560000,20587500,0,0.49999999999999994,-0.8660254037844387,0,0,1,0
1,39.0,66,1,1,1,1,1,-1,1,0,11910000,773190000,1,-1.0,-1.8369701987210297e-16,0,0,1,0
1,38.0,55,-1,-1,1,1,-1,-1,1,1,8287500,467985000,0,-1.0,-1.8369701987210297e-16,0,0,1,0
1,36.0,29,0,0,0,0,0,0,1,0,2865000,79425000,0,0.0,1.0,1,0,0,0
0,27.0,12,-1,-1,-1,-1,1,-1,0,1,12607500,144982500,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
0,26.0,66,-1,1,1,-1,1,1,0,1,15780000,1040527500,0,1.2246467991473532e-16,-1.0,0,0,0,1
1,46.0,35,-1,-1,1,-1,1,1,0,1,15210000,524445000,1,0.8660254037844387,-0.4999999999999998,0,0,0,1
1,33.0,10,-1,-1,1,-1,-1,1,0,1,13470000,137145000,1,-0.5000000000000004,0.8660254037844384,0,0,0,1
1,44.0,27,-1,-1,-1,-1,-1,-1,0,1,11362500,289350000,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
0,29.0,58,-1,-1,-1,1,1,1,0,1,14295000,872655000,0,0.8660254037844387,-0.4999999999999998,0,0,0,1
1,42.0,54,1,1,1,1,1,1,1,0,16462500,916530000,1,1.0,6.123233995736766e-17,0,0,0,1
1,56.0,9,0,0,0,0,0,0,0,0,2977500,26820000,0,0.0,1.0,1,0,0,0
1,47.0,2,0,0,0,0,0,0,1,0,2895000,4245000,1,1.2246467991473532e-16,-1.0,1,0,0,0
1,35.0,6,-1,-1,-1,-1,-1,-1,0,1,10365000,65250000,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
0,43.0,26,-1,-1,-1,-1,1,1,0,1,13687500,352770000,1,1.2246467991473532e-16,-1.0,0,0,0,1
0,37.0,9,0,0,0,0,0,0,0,0,3037500,27922500,0,-0.5000000000000004,0.8660254037844384,1,0,0,0
1,40.0,8,-1,1,1,-1,-1,-1,0,1,8212500,66877500,0,1.2246467991473532e-16,-1.0,0,0,1,0
1,36.0,12,-1,-1,-1,-1,1,-1,0,1,12217500,136800000,0,-0.8660254037844386,0.5000000000000001,0,0,0,1
0,38.0,15,-1,-1,-1,-1,-1,-1,0,1,7365000,101932500,1,0.0,1.0,0,1,0,0
1,43.0,43,1,-1,1,-1,1,1,1,1,12030000,537240000,0,-0.4999999999999997,-0.8660254037844388,0,0,1,0
1,28.0,42,-1,-1,-1,1,1,1,0,1,15045000,633442500,0,0.49999999999999994,-0.8660254037844387,0,0,0,1
0,28.0,31,1,-1,1,1,-1,-1,0,0,9787500,299145000,1,1.2246467991473532e-16,-1.0,0,0,1,0
0,23.0,66,1,-1,1,1,-1,-1,1,1,13642500,889507500,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
0,21.0,18,-1,1,-1,1,-1,-1,0,1,12817500,225877500,1,0.49999999999999994,0.8660254037844387,0,0,0,1
1,25.0,1,0,0,0,0,0,0,0,0,3000000,3000000,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0
1,42.0,61,-1,1,-1,1,1,-1,1,1,14115000,845745000,1,0.8660254037844386,0.5000000000000001,0,0,0,1
1,29.0,10,-1,1,-1,-1,-1,-1,0,0,11977500,119587500,0,-1.0,-1.8369701987210297e-16,0,0,0,1
1,46.0,1,-1,-1,-1,-1,-1,-1,0,1,10747500,10747500,1,0.8660254037844386,0.5000000000000001,0,0,0,1
0,40.0,18,-1,1,-1,-1,-1,-1,0,1,11032500,203917500,0,-1.0,-1.8369701987210297e-16,0,0,0,1
1,18.0,24,-1,1,1,-1,1,1,0,1,15697500,381367500,1,0.49999999999999994,-0.8660254037844387,0,0,0,1
0,48.0,3,0,0,0,0,0,0,0,0,2895000,8205000,0,-0.8660254037844385,-0.5000000000000004,1,0,0,0
1,50.0,50,0,0,0,0,0,0,1,0,3022500,148357500,0,0.49999999999999994,0.8660254037844387,1,0,0,0
1,28.0,1,-1,-1,-1,-1,-1,-1,0,0,6682500,6682500,0,-0.8660254037844386,0.5000000000000001,0,0,1,0
1,45.0,2,1,-1,-1,1,-1,-1,0,1,8167500,13095000,0,0.49999999999999994,0.8660254037844387,0,0,1,0
1,30.0,17,0,0,0,0,0,0,1,1,2947500,52732500,0,0.0,1.0,1,0,0,0
1,41.0,69,-1,1,1,-1,1,1,1,1,15750000,1094662500,0,0.8660254037844387,-0.4999999999999998,0,0,0,1
1,25.0,72,1,1,1,1,1,1,1,1,13305000,945255000,0,-0.4999999999999997,-0.8660254037844388,0,0,1,0
0,18.0,3,-1,-1,-1,-1,-1,-1,0,1,11137500,31545000,1,0.49999999999999994,0.8660254037844387,0,0,0,1
1,35.0,50,1,1,1,-1,-1,1,1,1,11272500,573367500,0,0.49999999999999994,0.8660254037844387,0,0,1,0
0,39.0,53,0,0,0,0,0,0,1,0,3037500,157267500,0,0.0,1.0,1,0,0,0
0,35.0,58,1,1,-1,1,1,1,1,1,16365000,959047500,0,0.49999999999999994,-0.8660254037844387,0,0,0,1
1,26.0,46,1,-1,-1,-1,-1,-1,1,1,4612500,223395000,0,-0.4999999999999997,-0.8660254037844388,0,0,1,0
1,35.0,72,1,1,1,1,1,1,0,1,16935000,1209225000,0,1.0,6.123233995736766e-17,0,0,0,1
0,43.0,1,-1,-1,-1,-1,-1,-1,0,1,11130000,11130000,1,0.49999999999999994,0.8660254037844387,0,0,0,1
0,39.0,6,-1,1,1,-1,1,-1,0,1,14107500,77812500,0,0.8660254037844386,0.5000000000000001,0,0,0,1
1,42.0,72,1,1,1,1,-1,1,1,0,11827500,864472500,0,0.8660254037844386,0.5000000000000001,0,0,1,0
1,32.0,4,-1,-1,-1,-1,-1,1,0,1,8295000,35775000,0,1.0,6.123233995736766e-17,0,0,1,0
0,54.0,52,0,0,0,0,0,0,1,0,2902500,154755000,0,-0.8660254037844386,0.5000000000000001,1,0,0,0
1,26.0,0,0,0,0,0,0,0,1,0,3802500,0,0,0.8660254037844386,0.5000000000000001,1,0,0,0
0,46.0,2,0,0,0,0,0,0,1,0,3067500,5220000,0,0.49999999999999994,-0.8660254037844387,1,0,0,0
0,54.0,65,0,0,0,0,0,0,1,0,2902500,197992500,0,0.8660254037844387,-0.4999999999999998,1,0,0,0
1,46.0,43,-1,1,-1,-1,1,1,0,1,15150000,658260000,1,0.8660254037844387,-0.4999999999999998,0,0,0,1
1,38.0,4,-1,1,-1,-1,1,1,0,1,15030000,63030000,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1
1,34.0,25,1,-1,-1,-1,-1,1,1,1,13357500,326617500,1,-0.8660254037844386,0.5000000000000001,0,0,0,1
0,52.0,51,-1,1,-1,1,1,1,1,1,11797500,592627500,0,0.8660254037844386,0.5000000000000001,0,1,0,0
1,23.0,12,-1,-1,1,-1,1,1,0,0,11212500,124057500,0,1.2246467991473532e-16,-1.0,0,0,1,0
0,28.0,57,1,-1,-1,-1,1,1,1,1,10515000,586995000,1,-0.5000000000000004,0.8660254037844384,0,1,0,0
0,35.0,24,0,0,0,0,0,0,1,0,2985000,80025000,0,-0.5000000000000004,0.8660254037844384,1,0,0,0
0,55.0,64,-1,-1,1,1,-1,-1,1,0,8752500,563467500,0,0.8660254037844387,-0.4999999999999998,0,1,0,0
0,45.0,4,-1,1,1,1,1,1,1,1,15847500,66585000,1,0.49999999999999994,-0.8660254037844387,0,0,0,1
0,28.0,26,-1,-1,1,-1,1,1,0,1,15075000,389992500,0,0.49999999999999994,-0.8660254037844387,0,0,0,1
0,36.0,15,0,0,0,0,0,0,0,0,3007500,42645000,0,0.49999999999999994,-0.8660254037844387,1,0,0,0
1,33.0,64,0,0,0,0,0,0,1,0,3847500,261120000,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0
1,31.0,36,-1,1,-1,-1,1,1,0,1,14475000,515415000,1,-0.8660254037844385,-0.5000000000000004,0,0,0,1
0,52.0,27,-1,-1,-1,-1,1,1,0,0,14250000,369382500,0,-1.0,-1.8369701987210297e-16,0,0,0,1
1,24.0,1,-1,-1,-1,-1,-1,-1,0,0,10627500,10627500,1,-0.5000000000000004,0.8660254037844384,0,0,0,1
0,59.0,35,1,-1,1,1,1,1,1,1,12892500,466515000,1,-1.0,-1.8369701987210297e-16,0,0,1,0
1,50.0,4,-1,-1,1,-1,-1,-1,0,1,11085000,42127500,1,-0.5000000000000004,0.8660254037844384,0,0,0,1
0,53.0,8,-1,-1,-1,-1,-1,-1,0,1,6817500,61762500,0,1.2246467991473532e-16,-1.0,0,1,0,0
1,34.0,10,0,0,0,0,0,0,0,1,3000000,29790000,0,0.49999999999999994,-0.8660254037844387,1,0,0,0
0,38.0,2,-1,1,-1,-1,-1,-1,0,0,7380000,15555000,0,0.49999999999999994,0.8660254037844387,0,0,1,0
0,23.0,58,1,1,1,-1,1,1,1,1,16417500,921682500,1,-0.5000000000000004,0.8660254037844384,0,0,0,1
1,34.0,51,1,1,1,1,1,1,1,1,12487500,613417500,0,1.2246467991473532e-16,-1.0,0,0,1,0
0,46.0,46,0,0,0,0,0,0,1,1,2887500,129630000,0,1.0,6.123233995736766e-17,1,0,0,0
1,56.0,1,0,0,0,0,0,0,0,1,2947500,2947500,0,-0.8660254037844385,-0.5000000000000004,1,0,0,0
1,27.0,46,-1,-1,-1,-1,-1,-1,0,0,10920000,487410000,0,1.0,6.123233995736766e-17,0,0,0,1
0,36.0,50,1,1,-1,1,1,1,0,1,16447500,810870000,0,-0.8660254037844386,0.5000000000000001,0,0,0,1
1,38.0,53,-1,1,-1,1,1,-1,0,0,9750000,504570000,0,0.49999999999999994,0.8660254037844387,0,0,1,0
1,23.0,61,-1,1,1,1,1,1,0,1,17115000,1069822500,0,1.0,6.123233995736766e-17,0,0,0,1
1,47.0,5,0,0,0,0,0,0,0,0,3097500,14032500,0,-0.5000000000000004,0.8660254037844384,1,0,0,0
1,31.0,47,1,1,1,1,1,1,1,1,13042500,620835000,0,0.0,1.0,0,0,1,0
0,38.0,54,-1,1,1,-1,1,-1,1,1,14212500,768262500,0,1.0,6.123233995736766e-17,0,0,0,1
1,35.0,19,-1,-1,-1,-1,-1,-1,0,1,3802500,84915000,0,0.49999999999999994,-0.8660254037844387,0,0,1,0
0,31.0,26,-1,1,1,1,1,1,1,1,15817500,407295000,0,-1.0,-1.8369701987210297e-16,0,0,0,1
1,40.0,70,0,0,0,0,0,0,1,0,3810000,267307500,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0
1,37.0,17,-1,1,1,-1,1,1,0,1,15382500,261375000,0,1.2246467991473532e-16,-1.0,0,0,0,1
0,36.0,30,-1,1,-1,-1,1,1,0,1,15030000,447570000,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1
0,31.0,1,0,0,0,0,0,0,0,0,3600000,3600000,0,0.8660254037844386,0.5000000000000001,1,0,0,0
0,44.0,19,0,0,0,0,0,0,1,0,3840000,72885000,0,1.2246467991473532e-16,-1.0,1,0,0,0
0,60.0,26,-1,1,1,-1,1,1,1,1,11025000,285855000,0,-1.0,-1.8369701987210297e-16,0,0,1,0
0,42.0,21,-1,1,-1,-1,-1,-1,0,1,11107500,234855000,1,-1.0,-1.8369701987210297e-16,0,0,0,1
1,52.0,50,-1,1,-1,-1,1,1,1,1,14737500,728805000,0,-0.5000000000000004,0.8660254037844384,0,0,0,1
0,23.0,68,1,-1,1,-1,1,1,1,1,8160000,558547500,0,1.0,6.123233995736766e-17,0,1,0,0
1,42.0,3,-1,-1,1,-1,1,1,0,1,15232500,44752500,1,1.2246467991473532e-16,-1.0,0,0,0,1
1,27.0,9,-1,-1,1,1,1,1,0,0,15465000,145567500,0,0.8660254037844387,-0.4999999999999998,0,0,0,1
0,22.0,51,1,-1,-1,1,-1,-1,1,0,5130000,267300000,0,0.49999999999999994,-0.8660254037844387,0,1,0,0
0,31.0,9,-1,-1,-1,-1,-1,-1,0,1,6562500,60855000,0,0.49999999999999994,0.8660254037844387,0,1,0,0
1,54.0,41,-1,1,1,1,1,1,1,1,16792500,680235000,1,-0.8660254037844385,-0.5000000000000004,0,0,0,1
1,51.0,22,-1,1,-1,-1,1,1,0,1,15097500,362392500,0,1.0,6.123233995736766e-17,0,0,0,1
0,43.0,21,1,-1,1,-1,1,1,1,1,8392500,173557500,1,0.49999999999999994,-0.8660254037844387,0,0,1,0
1,22.0,71,1,1,1,1,1,1,1,1,17407500,1244625000,0,1.2246467991473532e-16,-1.0,0,0,0,1
1,38.0,1,-1,-1,-1,-1,-1,-1,0,0,6862500,6862500,1,-0.8660254037844386,0.5000000000000001,0,0,1,0
1,44.0,26,-1,-1,1,1,1,1,1,1,12300000,312465000,0,-0.5000000000000004,0.8660254037844384,0,0,1,0
1,42.0,71,1,1,-1,1,-1,-1,1,0,9772500,702262500,0,0.8660254037844386,0.5000000000000001,0,0,1,0
1,18.0,4,-1,-1,-1,-1,-1,-1,0,1,6720000,26430000,0,1.2246467991473532e-16,-1.0,0,0,1,0
0,29.0,12,1,-1,-1,-1,-1,-1,0,1,11970000,150180000,0,0.8660254037844387,-0.4999999999999998,0,0,0,1
0,39.0,18,-1,-1,-1,1,1,-1,0,1,13327500,239212500,0,-0.8660254037844386,0.5000000000000001,0,0,0,1
0,46.0,3,-1,-1,-1,-1,-1,-1,0,1,11242500,31860000,0,0.0,1.0,0,0,0,1
0,18.0,72,1,1,-1,-1,1,1,1,1,16027500,1151610000,0,0.49999999999999994,-0.8660254037844387,0,0,0,1
1,38.0,11,-1,1,-1,-1,-1,-1,0,0,11242500,122325000,1,-0.8660254037844386,0.5000000000000001,0,0,0,1
0,42.0,1,-1,-1,-1,-1,-1,1,0,0,12022500,12022500,1,0.49999999999999994,-0.8660254037844387,0,0,0,1
1,50.0,13,0,0,0,0,0,0,1,0,2895000,38947500,0,0.49999999999999994,0.8660254037844387,1,0,0,0
0,48.0,72,-1,1,1,1,1,1,1,1,16387500,1216470000,1,-0.8660254037844385,-0.5000000000000004,0,0,0,1
1,47.0,42,1,-1,-1,-1,-1,-1,1,0,8415000,358027500,0,1.2246467991473532e-16,-1.0,0,0,1,0
0,30.0,17,0,0,0,0,0,0,0,0,2955000,51052500,0,1.0,6.123233995736766e-17,1,0,0,0
0,18.0,7,-1,1,-1,-1,-1,-1,0,1,7695000,62902500,0,-0.8660254037844386,0.5000000000000001,0,0,1,0
0,35.0,68,1,1,1,1,1,1,1,0,17790000,1198507500,0,0.49999999999999994,0.8660254037844387,0,0,0,1
1,52.0,56,0,0,0,0,0,0,1,0,3622500,210337500,0,0.0,1.0,1,0,0,0
0,57.0,38,0,0,0,0,0,0,1,0,3045000,112402500,0,0.8660254037844387,-0.4999999999999998,1,0,0,0
0,49.0,72,1,1,1,1,1,1,1,1,17325000,1263772500,0,0.49999999999999994,0.8660254037844387,0,0,0,1
0,45.0,48,0,0,0,0,0,0,1,0,3757500,175725000,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0
0,45.0,52,1,1,1,-1,1,1,0,1,16365000,847192500,0,0.49999999999999994,-0.8660254037844387,0,0,0,1
0,33.0,35,0,0,0,0,0,0,1,0,2947500,106320000,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0
1,38.0,67,-1,1,1,1,1,1,1,1,16695000,1135080000,0,1.0,6.123233995736766e-17,0,0,0,1
0,60.0,1,1,-1,-1,-1,-1,-1,0,0,4485000,4485000,0,0.8660254037844387,-0.4999999999999998,0,0,1,0
1,29.0,53,-1,1,-1,1,-1,-1,0,1,12090000,652215000,0,0.0,1.0,0,0,0,1
1,59.0,34,0,0,0,0,0,0,0,0,3120000,95385000,0,0.8660254037844386,0.5000000000000001,1,0,0,0
0,36.0,3,-1,-1,-1,-1,1,-1,0,0,5280000,16342500,1,-0.5000000000000004,0.8660254037844384,0,0,1,0
0,56.0,1,-1,-1,-1,-1,1,-1,0,0,11820000,11820000,1,0.0,1.0,0,0,0,1
1,23.0,19,-1,-1,1,1,1,-1,0,0,13492500,252360000,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
0,47.0,60,1,1,1,1,1,1,1,1,17407500,1038885000,0,1.0,6.123233995736766e-17,0,0,0,1
1,31.0,11,0,0,0,0,0,0,1,0,2932500,33472500,0,-0.5000000000000004,0.8660254037844384,1,0,0,0
0,23.0,47,-1,1,1,-1,1,1,0,1,15960000,769192500,1,0.49999999999999994,-0.8660254037844387,0,0,0,1
1,43.0,18,1,-1,-1,-1,-1,-1,0,0,7410000,131220000,1,0.49999999999999994,-0.8660254037844387,0,0,1,0
0,52.0,60,1,1,1,1,1,1,1,0,17287500,1013767500,0,-1.0,-1.8369701987210297e-16,0,0,0,1
1,30.0,72,0,0,0,0,0,0,1,0,3720000,281145000,0,0.49999999999999994,0.8660254037844387,1,0,0,0
1,22.0,39,0,0,0,0,0,0,1,0,2985000,118672500,0,0.49999999999999994,0.8660254037844387,1,0,0,0
0,39.0,59,1,-1,1,-1,-1,-1,1,1,12187500,695917500,0,-1.0,-1.8369701987210297e-16,0,0,0,1
1,39.0,2,-1,-1,-1,-1,-1,-1,0,0,10492500,21585000,0,-0.8660254037844386,0.5000000000000001,0,0,0,1
1,47.0,1,-1,-1,-1,-1,-1,-1,0,0,10365000,10365000,1,-1.0,-1.8369701987210297e-16,0,0,0,1
1,51.0,20,-1,-1,-1,-1,1,1,0,1,13530000,266482500,1,-0.5000000000000004,0.8660254037844384,0,0,0,1
0,39.0,6,-1,-1,-1,-1,1,1,0,1,14032500,80460000,1,-1.0,-1.8369701987210297e-16,0,0,0,1
1,62.0,71,-1,-1,1,1,-1,-1,1,1,12960000,925800000,0,0.8660254037844386,0.5000000000000001,0,0,0,1
0,43.0,24,1,1,1,-1,-1,-1,0,0,9945000,233917500,0,0.8660254037844386,0.5000000000000001,0,0,1,0
1,36.0,67,-1,-1,-1,-1,1,1,0,1,14197500,911850000,0,-0.8660254037844386,0.5000000000000001,0,0,0,1
1,21.0,1,-1,-1,-1,-1,-1,1,0,1,12127500,12127500,1,-0.8660254037844386,0.5000000000000001,0,0,0,1
0,37.0,48,-1,-1,-1,-1,-1,1,1,1,12307500,604492500,1,0.8660254037844386,0.5000000000000001,0,0,0,1
0,36.0,37,-1,1,-1,1,-1,1,1,0,10815000,398760000,0,-0.8660254037844385,-0.5000000000000004,0,1,0,0
1,52.0,11,-1,1,1,-1,-1,-1,0,0,5205000,57532500,0,0.8660254037844386,0.5000000000000001,0,0,1,0
1,46.0,3,0,0,0,0,0,0,0,1,3082500,7672500,1,0.8660254037844387,-0.4999999999999998,1,0,0,0
0,26.0,18,-1,-1,1,-1,1,1,0,1,14392500,261825000,0,0.8660254037844386,0.5000000000000001,0,0,0,1
1,42.0,50,-1,-1,-1,-1,-1,-1,1,1,6720000,334627500,0,-0.8660254037844385,-0.5000000000000004,0,1,0,0
0,48.0,67,1,-1,1,1,1,1,1,1,16410000,1092240000,0,0.8660254037844386,0.5000000000000001,0,0,0,1
0,58.0,25,1,1,-1,1,-1,1,0,1,10657500,275655000,0,0.8660254037844387,-0.4999999999999998,0,1,0,0
0,51.0,2,-1,-1,1,-1,-1,-1,0,1,11782500,22432500,1,-0.8660254037844385,-0.5000000000000004,0,0,0,1
1,49.0,9,0,0,0,0,0,0,0,0,2955000,27105000,0,1.2246467991473532e-16,-1.0,1,0,0,0
0,41.0,10,1,1,-1,1,-1,-1,1,0,6037500,61717500,0,0.49999999999999994,-0.8660254037844387,0,1,0,0
0,45.0,70,0,0,0,0,0,0,1,0,2977500,199252500,0,-0.8660254037844386,0.5000000000000001,1,0,0,0
1,55.0,9,1,-1,1,1,-1,1,0,1,10237500,86542500,0,0.0,1.0,0,0,1,0
0,24.0,4,0,0,0,0,0,0,0,1,3022500,10267500,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0
0,36.0,2,1,-1,-1,-1,-1,-1,0,0,7642500,18457500,0,-0.8660254037844386,0.5000000000000001,0,0,1,0
0,31.0,1,-1,-1,-1,-1,-1,1,0,0,11797500,11797500,1,0.49999999999999994,0.8660254037844387,0,0,0,1
1,45.0,19,-1,-1,-1,-1,-1,-1,0,1,3772500,70252500,0,-0.8660254037844385,-0.5000000000000004,0,1,0,0
1,55.0,7,0,0,0,0,0,0,0,1,3037500,26205000,0,-0.4999999999999997,-0.8660254037844388,1,0,0,0
1,33.0,1,-1,-1,-1,-1,-1,-1,0,1,6435000,6435000,1,0.49999999999999994,-0.8660254037844387,0,0,1,0
1,18.0,1,-1,-1,-1,-1,-1,-1,0,0,6600000,6600000,0,1.0,6.123233995736766e-17,0,0,1,0
0,35.0,9,0,0,0,0,0,0,1,0,3037500,25852500,0,1.0,6.123233995736766e-17,1,0,0,0
0,51.0,3,1,-1,-1,1,-1,-1,0,0,5137500,20902500,1,-1.0,-1.8369701987210297e-16,0,0,1,0
0,46.0,9,1,-1,1,1,1,1,0,0,8775000,80977500,1,-0.4999999999999997,-0.8660254037844388,0,0,1,0
0,45.0,5,1,-1,1,-1,-1,-1,0,0,8370000,45060000,0,0.8660254037844386,0.5000000000000001,0,0,1,0
0,37.0,56,-1,-1,-1,-1,1,1,1,0,13335000,745200000,0,0.8660254037844386,0.5000000000000001,0,0,0,1
0,25.0,18,1,-1,-1,-1,-1,-1,0,0,8647500,148905000,0,1.2246467991473532e-16,-1.0,0,1,0,0
1,46.0,49,-1,-1,-1,-1,1,1,0,1,14430000,707737500,1,0.0,1.0,0,0,0,1
1,30.0,70,1,1,1,1,1,-1,1,0,11872500,830475000,0,0.8660254037844386,0.5000000000000001,0,0,1,0
0,66.0,72,-1,1,1,1,1,1,1,1,16207500,1170990000,0,-1.0,-1.8369701987210297e-16,0,0,0,1
0,47.0,6,-1,-1,1,-1,-1,-1,0,0,11160000,65115000,1,-0.5000000000000004,0.8660254037844384,0,0,0,1
1,33.0,17,-1,-1,-1,-1,1,1,0,1,14220000,234585000,0,1.0,6.123233995736766e-17,0,0,0,1
1,33.0,29,-1,-1,-1,-1,1,1,0,1,6885000,199860000,0,1.0,6.123233995736766e-17,0,0,1,0
0,39.0,6,-1,1,1,-1,1,1,0,1,15795000,81780000,1,-0.8660254037844386,0.5000000000000001,0,0,0,1
1,37.0,63,-1,-1,1,-1,1,1,1,0,15390000,944512500,0,-1.0,-1.8369701987210297e-16,0,0,0,1
1,53.0,16,-1,-1,-1,-1,-1,-1,0,1,11077500,192630000,1,-1.0,-1.8369701987210297e-16,0,0,0,1
1,42.0,59,-1,-1,1,-1,-1,1,1,1,9202500,546825000,0,-0.8660254037844386,0.5000000000000001,0,0,1,0
0,31.0,3,-1,-1,1,-1,1,-1,0,0,8632500,24217500,0,0.8660254037844387,-0.4999999999999998,0,0,1,0
0,63.0,8,-1,1,-1,-1,-1,-1,0,1,4387500,34042500,0,1.2246467991473532e-16,-1.0,0,1,0,0
0,41.0,7,-1,-1,-1,-1,-1,1,0,1,12682500,97027500,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1
0,49.0,68,0,0,0,0,0,0,1,0,2940000,216247500,0,0.8660254037844386,0.5000000000000001,1,0,0,0
0,33.0,68,1,-1,1,1,1,1,1,0,16762500,1126695000,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
0,44.0,52,-1,1,1,-1,1,1,1,1,15975000,843277500,0,-0.8660254037844385,-0.5000000000000004,0,0,0,1
